term_str,weight
performs,-1.0
perfume,5.0
perfumed,2.0
perfumes,2.0
perfumey,0.0
perfumy,0.0
perhaps,-2.0
period,0.0
perky,0.0
perlage,-1.0
permeate,-1.0
permeates,2.0
perplexing,2.0
perrier,2.0
perrin,-2.0
persimmon,3.0
persimmons,-1.0
persist,-1.0
persistence,3.0
persistency,2.0
persistent,4.0
persistently,1.0
persisting,-1.0
persists,1.0
persona,-1.0
personalities,-1.0
personality,0.0
pervade,0.0
pervaded,2.0
pervades,1.0
pervading,0.0
pervasive,1.0
pessac,0.0
petal,1.0
petals,8.0
petaluma,0.0
peter,0.0
petit,1.0
petite,0.0
petrol,7.0
petroleum,-1.0
phase,0.0
phenolic,7.0
phenolics,0.0
phenomenal,0.0
philippe,-2.0
philosophy,0.0
phinny,-3.0
photocopy,0.0
piacione,2.0
pichon,1.0
pick,-1.0
picked,2.0
picking,-1.0
pickle,-4.0
pickled,-3.0
picks,-2.0
picnic,0.0
picnics,-1.0
picolit,0.0
picture,-1.0
picudo,0.0
pie,-2.0
piece,-1.0
piedmont,1.0
pierced,-1.0
piercing,0.0
piercingly,1.0
pierre,-4.0
pig,0.0
pile,1.0
piled,0.0
piles,1.0
piling,0.0
pillowy,2.0
pin,0.0
pinch,0.0
pinched,2.0
pinches,1.0
pinching,0.0
pinchy,0.0
pine,1.0
pineapple,4.0
pineapples,0.0
pines,0.0
pinhão,0.0
pink,-1.0
pinnacle,0.0
pinot,6.0
pinotage,0.0
pinots,1.0
pinpoint,1.0
pinpointed,0.0
pio,0.0
pioneer,0.0
pioneered,0.0
pioneering,1.0
pipe,6.0
pippig,1.0
pippin,2.0
piquant,0.0
pirate,0.0
pires,0.0
piro,0.0
pisoni,2.0
pistachio,0.0
pit,4.0
pitch,-1.0
pitched,-1.0
pitfalls,-2.0
pith,4.0
pithiness,0.0
pithy,-1.0
pits,1.0
pity,3.0
pizza,-4.0
pizzazz,1.0
piña,0.0
place,4.0
placed,0.0
places,-1.0
plagued,-2.0
plain,0.0
plains,0.0
plane,0.0
plank,0.0
plant,0.0
planted,2.0
planting,2.0
plantings,1.0
plants,0.0
plaster,0.0
plastic,-1.0
plate,-1.0
plateau,0.0
platter,1.0
play,6.0
played,1.0
player,0.0
players,1.0
playful,3.0
playfully,0.0
playfulness,2.0
playing,1.0
plays,4.0
pleasant,-5.0
pleasantly,7.0
pleasantries,0.0
please,-2.0
pleaser,1.0
pleases,0.0
pleasing,6.0
pleasingly,0.0
pleasurable,5.0
pleasure,2.0
pleasures,0.0
plentiful,0.0
plenty,-2.0
pliable,2.0
pliant,2.0
plodding,8.0
plot,0.0
plow,-1.0
plucky,-1.0
plum,1.0
plumeria,0.0
plummy,1.0
plump,7.0
plums,4.0
pluot,0.0
plus,-4.0
plush,9.0
plushly,0.0
plushness,1.0
poached,3.0
pocket,0.0
pockets,1.0
pod,2.0
poet,1.0
poggio,1.0
point,5.0
pointed,0.0
points,-2.0
pointy,0.0
poise,1.0
poised,8.0
pokes,0.0
poking,-1.0
poles,0.0
polish,0.0
polished,10.0
pollen,2.0
pomaceous,0.0
pomegranate,14.0
pomegranates,2.0
pomelo,0.0
pomerol,0.0
pommard,4.0
ponder,4.0
ponderous,4.0
ponzi,2.0
pool,-1.0
poolside,0.0
poor,0.0
pop,2.0
popcorn,1.0
pope,0.0
popping,-3.0
pops,1.0
popular,-2.0
porcini,2.0
pork,5.0
port,0.0
portend,0.0
portfolio,4.0
portion,1.0
portions,0.0
portrait,1.0
ports,0.0
portugal,-3.0
portuguese,3.0
porty,-1.0
position,0.0
positive,0.0
positively,0.0
positives,-1.0
possess,0.0
possessed,0.0
possesses,0.0
possessing,0.0
possibilities,0.0
possibility,1.0
possible,3.0
possibly,5.0
post,-4.0
poster,0.0
pot,0.0
potato,0.0
potatoes,0.0
potency,1.0
potent,3.0
potential,5.0
potentially,0.0
potpourri,0.0
potting,0.0
pouilly,0.0
poultry,0.0
pound,0.0
pounding,-3.0
pounds,0.0
pour,0.0
poured,2.0
pouring,-1.0
pours,1.0
powder,1.0
powdered,-1.0
powdery,-1.0
power,14.0
powered,7.0
powerful,15.0
powerfully,5.0
powerhouse,9.0
powering,0.0
powers,5.0
poyferré,1.0
practically,0.0
practice,2.0
practices,0.0
praise,0.0
prats,0.0
precede,-1.0
precedes,1.0
precious,0.0
precise,2.0
precisely,0.0
precision,3.0
precocious,1.0
predecessors,3.0
predict,0.0
predominance,2.0
predominantly,-2.0
predominate,-1.0
prefer,-2.0
preferably,-2.0
prematurely,0.0
premier,6.0
premium,1.0
prepare,0.0
prepared,0.0
preponderance,0.0
presage,1.0
presence,3.0
present,1.0
presentation,2.0
presented,2.0
presenting,2.0
presently,1.0
presents,4.0
preserve,3.0
preserved,2.0
preserves,-6.0
preserving,2.0
president,0.0
press,0.0
pressed,-1.0
prestige,2.0
presumably,1.0
prettier,-2.0
pretty,1.0
pretzel,0.0
prevail,0.0
prevailing,-1.0
prevails,-1.0
prevalent,0.0
prevent,0.0
prevents,-1.0
previous,-1.0
previously,2.0
price,1.0
priced,0.0
prices,-5.0
pricey,1.0
pricier,0.0
prick,0.0
prickle,-1.0
prickly,1.0
pride,1.0
prieto,0.0
primal,0.0
primarily,0.0
primary,1.0
prime,0.0
primitivo,0.0
principal,1.0
principally,0.0
prior,1.0
priorat,3.0
pristine,4.0
pristinely,1.0
pritchard,0.0
prized,1.0
pro,0.0
probably,-6.0
problem,-2.0
problematic,-2.0
problems,0.0
proceedings,0.0
proceeds,1.0
process,0.0
prodigious,0.0
produce,1.0
produced,4.0
producer,3.0
producers,1.0
produces,1.0
producing,0.0
product,0.0
production,5.0
products,-1.0
professor,0.0
proffers,0.0
profile,-1.0
profits,0.0
profound,1.0
profoundly,3.0
profusion,0.0
program,0.0
progress,5.0
progresses,-2.0
progression,1.0
project,1.0
projecting,0.0
prominence,0.0
prominent,2.0
prominently,1.0
promise,4.0
promised,0.0
promises,3.0
promising,4.0
promisingly,0.0
prone,0.0
pronounced,-2.0
proof,-1.0
propel,0.0
propelled,0.0
propelling,0.0
propels,0.0
proper,6.0
properly,5.0
properties,1.0
property,-1.0
proportion,7.0
proportionate,0.0
proportioned,2.0
proportions,1.0
proposition,-1.0
proprietary,0.0
proprietor,0.0
prosecco,-4.0
prospect,0.0
protect,0.0
proteins,1.0
prototypical,3.0
proud,0.0
proudly,0.0
prove,3.0
proved,-1.0
proven,0.0
provenance,0.0
provence,0.0
provençal,1.0
proves,2.0
provide,2.0
provided,0.0
provides,5.0
providing,0.0
proving,1.0
provocative,0.0
provocatively,3.0
prowess,2.0
prune,0.0
prunes,-5.0
pruney,-2.0
pruny,0.0
pucker,0.0
puckering,-7.0
puckeringly,0.0
puckery,-1.0
pudding,0.0
pudgy,-1.0
puff,-1.0
puglia,-1.0
puligny,2.0
pull,0.0
pulled,2.0
pulling,-1.0
pulls,2.0
pulp,-1.0
pulpy,-1.0
pulsate,0.0
pulsating,0.0
pulse,0.0
pulses,1.0
pulverized,0.0
pumping,0.0
pumpkin,0.0
pumps,0.0
punch,-3.0
puncheons,1.0
punches,0.0
punching,0.0
punchy,-4.0
punctuated,0.0
pungency,0.0
pungent,-1.0
pungently,2.0
punishing,0.0
purchase,1.0
purchased,-1.0
pure,13.0
puree,0.0
purely,1.0
purest,2.0
purists,0.0
purity,13.0
purple,1.0
purpose,0.0
purposes,0.0
purée,0.0
push,1.0
pushed,0.0
pushes,0.0
pushing,0.0
pushy,-1.0
put,1.0
puts,0.0
putting,0.0
pyrazine,0.0
pyrazines,0.0
pyrazinic,0.0
pâté,4.0
père,1.0
pétillant,0.0
pétrus,0.0
quaff,-3.0
quaffable,0.0
quaffer,0.0
quaffing,0.0
quail,0.0
qualifies,0.0
qualify,0.0
qualities,4.0
quality,0.0
quantities,4.0
quantity,1.0
quarter,1.0
quarters,-3.0
queen,2.0
quenching,4.0
question,1.0
questionable,0.0
questions,0.0
quibble,0.0
quick,-4.0
quickly,1.0
quiet,4.0
quietly,0.0
quilceda,0.0
quince,5.0
quinine,-2.0
quinta,4.0
quintarelli,0.0
quintas,0.0
quintessential,0.0
quirky,-1.0
quit,3.0
quite,0.0
quiver,0.0
quotient,0.0
raboso,-1.0
race,0.0
raciness,1.0
racing,0.0
rack,1.0
racke,0.0
racy,3.0
radar,0.0
radian,0.0
radiant,1.0
radiates,0.0
rain,1.0
rainbow,1.0
rainy,0.0
raise,2.0
raised,2.0
raises,0.0
raisin,8.0
raisined,0.0
raising,0.0
raisins,-9.0
raisinskin,0.0
raisiny,-3.0
rambunctious,0.0
ramos,0.0
ran,-1.0
ranch,0.0
rancher,0.0
rancio,1.0
randy,0.0
range,7.0
ranges,0.0
ranging,1.0
rank,2.0
ranks,0.0
rapidly,2.0
rapier,0.0
rare,-3.0
rarely,1.0
raring,0.0
rarity,-1.0
raspberries,6.0
raspberry,1.0
rasping,0.0
raspingly,0.0
raspy,0.0
rate,-2.0
rated,0.0
rates,0.0
rather,-2.0
rating,-1.0
ratio,-1.0
rave,0.0
ravera,0.0
raw,-3.0
rawness,0.0
razor,2.0
rdd,-1.0
reach,0.0
reached,0.0
reaches,2.0
reaching,3.0
read,1.0
readily,-4.0
reading,1.0
reads,2.0
ready,-3.0
real,-2.0
realized,0.0
really,0.0
realm,2.0
rear,0.0
reason,2.0
reasonable,-3.0
reasonably,-3.0
reasons,0.0
recall,-3.0
recalling,3.0
recalls,3.0
recent,1.0
recently,4.0
recipe,0.0
recognizable,-2.0
recognize,-1.0
recommend,-6.0
recommendation,0.0
recommended,0.0
recommends,-4.0
record,0.0
recurring,1.0
red,0.0
redcurrant,0.0
redeemed,-1.0
redeeming,0.0
redefine,0.0
redolent,3.0
reds,2.0
reduced,-2.0
reduction,-2.0
reductive,4.0
redwood,1.0
redwoods,0.0
reeds,0.0
reedy,-1.0
reference,1.0
refers,-2.0
refined,9.0
refinement,0.0
reflect,1.0
reflected,-3.0
reflecting,0.0
reflection,-2.0
reflections,1.0
reflective,0.0
reflects,0.0
refosco,0.0
refrescos,0.0
refresh,0.0
refreshed,1.0
refreshes,4.0
refreshing,4.0
refreshingly,6.0
refreshment,3.0
regal,0.0
regarded,0.0
regardless,-1.0
regimen,-2.0
region,1.0
regional,0.0
regions,0.0
register,0.0
registering,0.0
registers,0.0
regular,2.0
reigns,1.0
reims,1.0
rein,0.0
reined,0.0
reinforces,0.0
rejoice,0.0
related,5.0
relationship,0.0
relative,0.0
relatively,10.0
relax,0.0
relaxed,0.0
relaxes,0.0
release,1.0
released,-2.0
releases,3.0
releasing,0.0
reliable,-1.0
relief,0.0
relies,1.0
relieved,0.0
relish,0.0
relying,1.0
remain,-4.0
remained,0.0
remaining,6.0
remains,3.0
remarkable,6.0
remarkably,4.0
remember,0.0
remind,0.0
reminder,0.0
reminds,0.0
reminiscent,4.0
remniscent,0.0
remote,1.0
remotely,0.0
remover,-2.0
renaissance,0.0
render,0.0
rendered,2.0
rendering,0.0
renderings,3.0
renders,-3.0
rendition,0.0
renowned,0.0
repay,0.0
repertoire,0.0
replaced,-3.0
represent,0.0
representation,0.0
representative,1.0
represented,0.0
representing,2.0
represents,1.0
reprise,6.0
reprises,0.0
reputation,0.0
require,1.0
required,-1.0
requires,0.0
requiring,0.0
requisite,1.0
rescue,-1.0
research,0.0
resemblance,0.0
resemble,0.0
resembles,-1.0
resembling,1.0
reserva,4.0
reserve,8.0
reserved,0.0
reserves,0.0
residual,-3.0
residue,0.0
resin,2.0
resinous,-4.0
resiny,-4.0
resist,4.0
resolutely,0.0
resolve,0.0
resolved,0.0
resolves,0.0
resonance,0.0
resonant,3.0
resonate,1.0
resonates,1.0
resonating,0.0
respect,1.0
respectable,0.0
respected,0.0
respects,-1.0
resplendent,0.0
responds,0.0
responsible,0.0
rest,0.0
restaurant,-2.0
restaurants,0.0
restoration,0.0
restrain,0.0
restrained,5.0
restraint,4.0
restricted,-1.0
rests,0.0
result,2.0
resulted,-1.0
resulting,4.0
results,3.0
retain,1.0
retained,1.0
retaining,6.0
retains,1.0
reticent,2.0
retro,0.0
return,2.0
returns,-3.0
reveal,0.0
revealed,2.0
revealing,1.0
reveals,8.0
revelation,0.0
revels,1.0
reverberate,0.0
reverberates,4.0
reverberating,0.0
revered,0.0
reverie,0.0
reverts,0.0
review,0.0
reviewed,0.0
revitalizing,0.0
revolve,0.0
revolves,0.0
reward,2.0
rewarded,1.0
rewarding,2.0
rewards,0.0
rex,0.0
rheingau,0.0
rhubarb,5.0
rhubarbs,0.0
rhubarby,0.0
rhône,4.0
rib,0.0
ribald,0.0
ribbed,2.0
ribbon,0.0
ribera,1.0
ribolla,0.0
ribs,2.0
rice,0.0
rich,8.0
richard,0.0
richer,6.0
riches,0.0
richest,5.0
richly,4.0
richness,7.0
rick,0.0
ricotta,0.0
ride,4.0
rides,3.0
ridge,0.0
ridiculously,1.0
riding,-1.0
riesling,-2.0
rieslings,0.0
right,4.0
rigid,0.0
rim,1.0
rind,6.0
rinds,-1.0
ring,2.0
ringer,0.0
ringing,0.0
rings,0.0
rio,0.0
rioja,3.0
riot,0.0
ripasso,-1.0
ripe,4.0
ripely,2.0
ripen,0.0
ripened,0.0
ripeness,6.0
ripening,-1.0
riper,1.0
ripest,3.0
ripped,2.0
ripping,0.0
ripples,0.0
rippling,0.0
rise,5.0
riserva,6.0
rises,0.0
rising,0.0
risk,0.0
risotto,1.0
rita,5.0
ritchie,0.0
rivals,0.0
river,2.0
riverblock,0.0
riveting,1.0
rkatsiteli,0.0
road,0.0
roast,1.0
roasted,-1.0
roasting,2.0
roasts,0.0
roasty,0.0
rob,0.0
robert,1.0
roberto,0.0
robles,2.0
robust,2.0
robustly,0.0
robustness,1.0
rocca,0.0
rocche,0.0
rochioli,2.0
rock,1.0
rocking,0.0
rocks,1.0
rocky,0.0
rodgers,0.0
roederer,1.0
roger,0.0
roguenant,0.0
role,1.0
roles,1.0
roll,2.0
rolland,-1.0
rolled,0.0
rolling,1.0
rolls,1.0
romagna,0.0
roman,0.0
romaneira,0.0
romanian,0.0
romanée,3.0
rondinella,0.0
rooibos,0.0
room,-5.0
root,2.0
rooted,1.0
roots,4.0
rootstock,0.0
rooty,0.0
rope,0.0
roriz,1.0
rosa,0.0
rosado,0.0
rosato,-1.0
rose,4.0
rosehip,0.0
rosemary,8.0
roses,7.0
rosewater,1.0
ross,0.0
rossi,0.0
rosso,0.0
rosy,1.0
rosé,-7.0
rosés,0.0
rot,0.0
rothschild,0.0
rotten,-1.0
rouge,0.0
rough,-6.0
rougher,-2.0
roughly,2.0
roughness,-1.0
round,3.0
rounded,4.0
rounder,2.0
rounding,3.0
roundly,1.0
roundness,0.0
rounds,3.0
roussanne,3.0
row,0.0
rowdy,0.0
royal,0.0
rubbed,0.0
rubber,-4.0
rubbery,-3.0
ruben,1.0
rubicon,0.0
ruby,0.0
ruddy,-1.0
rudimentary,-2.0
rugged,3.0
rule,1.0
rules,1.0
rum,1.0
run,-2.0
running,1.0
runrig,2.0
runs,-1.0
rush,0.0
russell,0.0
russet,2.0
russian,-2.0
rust,0.0
rustic,-9.0
rusticity,0.0
rusty,3.0
rutherford,-1.0
rwt,0.0
ryan,2.0
rye,0.0
rôtie,0.0
sabrine,0.0
saccharine,-1.0
sachet,1.0
sacrashe,0.0
sacrifice,0.0
sacrificing,0.0
sad,-1.0
saddle,2.0
sadly,2.0
saffredi,1.0
saffron,3.0
sage,11.0
sagebrush,5.0
sagemoor,0.0
sagrantino,-2.0
said,4.0
sail,0.0
sails,1.0
saint,-3.0
salad,-4.0
salads,-2.0
salami,1.0
salentein,1.0
salinas,2.0
saline,1.0
salinic,-3.0
salinity,1.0
salmon,2.0
salon,0.0
salsa,-1.0
salt,3.0
salta,0.0
salted,2.0
saltiness,2.0
salty,-1.0
sample,21.0
samples,-1.0
san,2.0
sancerre,1.0
sand,0.0
sandalwood,10.0
sanders,-1.0
sandpaper,-1.0
sandpapery,0.0
sandra,0.0
sandstone,0.0
sandwich,0.0
sandwiches,-1.0
sandy,-3.0
sangiovese,1.0
sanguine,0.0
santa,7.0
santar,0.0
santi,1.0
santo,1.0
sap,0.0
saperavi,-6.0
sappy,1.0
sarmassa,0.0
sarsaparilla,0.0
sasha,0.0
sashi,0.0
sassafras,2.0
sassicaia,0.0
sassy,1.0
satin,2.0
satiny,0.0
satisfaction,1.0
satisfactory,2.0
satisfied,0.0
satisfies,0.0
satisfy,-2.0
satisfying,5.0
satisfyingly,0.0
satsuma,0.0
sattui,0.0
saturated,6.0
saturation,0.0
sauce,1.0
sauces,0.0
saucy,-1.0
sauerkraut,-2.0
sausage,0.0
sausages,0.0
sauternes,1.0
sautéed,-1.0
sauv,-1.0
sauvage,0.0
sauvignon,4.0
save,2.0
saved,-6.0
saves,-1.0
saving,0.0
savor,5.0
savored,0.0
savoriness,3.0
savoring,6.0
savory,5.0
saw,0.0
sawdust,-2.0
sawmill,0.0
say,0.0
saying,0.0
says,0.0
sbragia,0.0
scads,1.0
scale,0.0
scales,0.0
scallion,0.0
scallop,1.0
scarlet,0.0
scattered,0.0
scattershot,0.0
scene,2.0
scent,0.0
scented,0.0
scents,1.0
scheme,0.0
scheurebe,0.0
schist,4.0
schisty,0.0
school,-1.0
schramsberg,1.0
scintillating,0.0
scope,-1.0
scorched,0.0
scorching,0.0
score,-4.0
scores,0.0
scoring,0.0
scott,1.0
scour,3.0
scouring,-1.0
scours,1.0
scoury,0.0
scrambled,0.0
scraping,0.0
scratch,0.0
scratched,0.0
scratchiness,0.0
scratchy,-5.0
scream,-5.0
screaming,0.0
screams,-1.0
screechy,0.0
screw,-2.0
screwcap,-3.0
screwtop,3.0
scrub,2.0
scrubbing,0.0
scrumptious,0.0
sculpted,1.0
sea,3.0
seabreeze,0.0
seafood,-4.0
seals,-1.0
seam,0.0
seamless,5.0
seamlessly,6.0
seams,2.0
search,2.0
searching,0.0
seared,3.0
searing,-1.0
seashell,0.0
seaside,-1.0
season,0.0
seasoned,-1.0
seasoning,0.0
seasonings,0.0
seaview,0.0
seaweed,0.0
sebastiano,1.0
sebastopol,0.0
seco,0.0
second,1.0
secondary,0.0
seconds,0.0
secret,0.0
secrets,0.0
section,2.0
sediment,0.0
seduce,0.0
seduces,3.0
seductive,10.0
seductively,3.0
see,2.0
seed,-3.0
seeds,-1.0
seeing,0.0
seek,2.0
seeking,0.0
seeks,0.0
seem,-6.0
seemed,0.0
seeming,-2.0
seemingly,5.0
seems,1.0
seen,1.0
seep,0.0
sees,-3.0
segue,1.0
segues,0.0
select,1.0
selected,3.0
selection,5.0
selections,1.0
self,-1.0
sell,0.0
selyem,1.0
semi,-3.0
semidry,-1.0
semillon,0.0
semisharp,0.0
semisour,-3.0
semisweet,-1.0
semitart,0.0
send,1.0
sending,0.0
sends,4.0
sensation,-1.0
sensational,3.0
sensations,-1.0
sense,7.0
senses,5.0
sensibilities,1.0
sensibility,1.0
sensitive,0.0
sensitivity,0.0
sensory,0.0
sensual,0.0
sensually,0.0
sensuous,1.0
separate,1.0
sequoia,0.0
serene,0.0
series,-2.0
serious,7.0
seriously,0.0
seriousness,0.0
serra,0.0
serralunga,0.0
serre,0.0
serve,3.0
served,0.0
serves,1.0
service,-2.0
serviceable,0.0
serving,0.0
serôdio,0.0
sesame,3.0
sesta,0.0
set,0.0
sets,1.0
setting,2.0
settle,2.0
settled,0.0
settles,-1.0
settling,2.0
setúbal,2.0
seven,1.0
several,1.0
severe,1.0
severely,2.0
severity,-1.0
seville,3.0
sexy,2.0
seyval,-1.0
shade,0.0
shaded,4.0
shades,1.0
shading,0.0
shadings,4.0
shadow,0.0
shadows,0.0
shafer,1.0
shake,1.0
shaking,0.0
shaky,0.0
shallow,-1.0
shame,4.0
shank,0.0
shape,-2.0
shaped,-1.0
shapeless,-1.0
shapely,0.0
shapes,0.0
shards,4.0
share,2.0
shares,0.0
sharing,0.0
sharp,-7.0
sharpened,5.0
sharpens,0.0
sharper,0.0
sharply,-1.0
sharpness,-3.0
shaved,0.0
shaving,1.0
shavings,1.0
shea,1.0
shear,0.0
shearing,-3.0
sheen,1.0
sheer,5.0
sheering,0.0
shelf,-2.0
shell,0.0
shellfish,-1.0
shells,0.0
sherbet,0.0
sheridan,0.0
sherried,0.0
sherry,6.0
shift,0.0
shifting,0.0
shifts,2.0
shiitake,0.0
shimmer,0.0
shimmering,1.0
shimmers,1.0
shine,4.0
shines,6.0
shining,3.0
shiraz,3.0
shirazes,0.0
shock,0.0
shocking,0.0
shockingly,0.0
shocks,0.0
shoe,0.0
shoot,0.0
shooting,1.0
shoots,1.0
shop,-1.0
short,-10.0
shortage,0.0
shortbread,0.0
shortcake,1.0
shortly,0.0
shot,2.0
shots,0.0
shouldered,0.0
shoulders,0.0
show,-2.0
showcase,0.0
showcases,3.0
showcasing,1.0
showed,-5.0
shower,2.0
showing,0.0
shown,1.0
showpiece,0.0
shows,2.0
showstopper,0.0
showy,1.0
shred,0.0
shrill,-3.0
shrimp,0.0
shriveled,2.0
shu,0.0
shut,0.0
shy,1.0
shyly,0.0
sibling,5.0
sichuan,1.0
sicilian,-1.0
sicily,-1.0
side,-4.0
sides,1.0
siduri,0.0
sierra,-2.0
sight,-2.0
sign,-2.0
signal,1.0
signals,-1.0
signature,1.0
significant,1.0
significantly,0.0
signify,0.0
signs,-4.0
sigrid,0.0
silex,0.0
silicon,1.0
silk,3.0
silken,0.0
silkier,1.0
silkiness,-2.0
silky,8.0
silly,0.0
silva,0.0
silver,0.0
silverado,0.0
similar,0.0
similarly,1.0
simmering,1.0
simmers,0.0
simple,-15.0
simpler,0.0
simplicity,-7.0
simplistic,1.0
simply,0.0
simultaneously,-1.0
since,-1.0
sineann,0.0
sinewy,3.0
sing,1.0
singed,0.0
singing,1.0
single,9.0
sings,4.0
singular,2.0
singularly,0.0
sink,1.0
sinks,0.0
sinor,0.0
sip,5.0
sipped,5.0
sipper,-1.0
sipping,2.0
sips,1.0
sirah,1.0
sister,1.0
sit,0.0
site,10.0
sites,5.0
sits,-5.0
sitting,0.0
situated,-1.0
situation,0.0
six,2.0
sizable,-1.0
size,2.0
sized,-3.0
sizzle,-1.0
sizzler,0.0
sizzles,0.0
sizzling,6.0
sjr,0.0
skeleton,-1.0
sketchy,-1.0
skill,1.0
skimp,1.0
skin,3.0
skinned,-3.0
skins,-2.0
skunk,0.0
skunky,-2.0
slack,0.0
slam,0.0
slate,6.0
slatey,-1.0
slathered,-2.0
sleek,7.0
sleekness,0.0
sleepy,0.0
slender,8.0
slenderness,0.0
slice,0.0
sliced,3.0
slices,0.0
slick,0.0
slide,-2.0
slight,1.0
slightest,2.0
slightly,-4.0
slim,-3.0
slip,-1.0
slips,0.0
slope,0.0
slopes,0.0
sloping,0.0
slow,0.0
slowing,1.0
slowly,6.0
slumber,0.0
sly,0.0
smack,1.0
smacking,3.0
smackingly,0.0
smacks,0.0
small,6.0
smaller,-3.0
smallest,0.0
smashed,-1.0
smattering,0.0
smear,0.0
smell,-6.0
smelling,0.0
smells,-2.0
smile,4.0
smith,1.0
smoke,0.0
smoked,2.0
smokiness,3.0
smoky,-1.0
smoldering,0.0
smooth,2.0
smoothed,-1.0
smoother,1.0
smoothes,1.0
smoothest,1.0
smoothing,0.0
smoothly,1.0
smoothness,2.0
smooths,0.0
smother,-1.0
smothered,-1.0
smothers,0.0
snap,-2.0
snapped,-1.0
snappy,3.0
snaps,0.0
sneaks,0.0
sniff,1.0
sniffed,1.0
sniffing,1.0
sniffs,0.0
soak,0.0
soaked,3.0
soap,-1.0
soapy,-6.0
soar,0.0
soaring,0.0
soars,0.0
soave,0.0
socks,0.0
soda,0.0
soft,-3.0
soften,-1.0
softened,1.0
softening,0.0
softens,0.0
softer,5.0
softest,-2.0
softly,-1.0
softness,6.0
soil,0.0
soils,5.0
sol,-1.0
sold,0.0
solely,0.0
solera,-1.0
solid,1.0
solidity,0.0
solidly,-2.0
solo,0.0
solorzano,1.0
solution,0.0
somebody,0.0
somehow,2.0
something,1.0
sometime,0.0
sometimes,3.0
somewhat,-4.0
somewhere,-1.0
sommelier,2.0
son,0.0
song,0.0
sonoma,0.0
sonorous,1.0
soon,-4.0
sooner,2.0
soot,0.0
soothing,0.0
sophisticated,8.0
sophistication,3.0
sorbet,4.0
sore,0.0
sort,-2.0
sorting,0.0
sorts,3.0
sought,1.0
soul,0.0
soulful,-3.0
sound,0.0
sounds,0.0
soup,1.0
soupy,-2.0
sour,-4.0
source,1.0
sourced,0.0
sources,2.0
sourcing,0.0
sourdough,1.0
sourness,-6.0
south,-4.0
southeast,0.0
southeastern,0.0
southerly,0.0
southern,1.0
southwest,0.0
southwestern,0.0
soy,2.0
space,0.0
spades,3.0
spaghetti,-1.0
spago,0.0
spain,0.0
span,0.0
spanish,-1.0
spare,1.0
spark,0.0
sparking,0.0
sparkle,0.0
sparkler,-1.0
sparklers,1.0
sparkles,0.0
sparkling,-2.0
sparks,0.0
speak,1.0
speaking,1.0
speaks,1.0
spearmint,0.0
special,5.0
specialist,0.0
specializes,0.0
specially,0.0
specific,7.0
specifically,0.0
specificity,0.0
specimen,1.0
speckled,5.0
specks,0.0
spectacular,-1.0
spectacularly,0.0
spectrum,3.0
speed,-1.0
spend,0.0
spends,0.0
spent,-2.0
spice,3.0
spicebox,-3.0
spiced,4.0
spices,8.0
spicier,1.0
spiciness,1.0
spicing,2.0
spicy,3.0
spiked,3.0
spikes,0.0
spiky,0.0
spin,0.0
spine,0.0
spineless,-1.0
spirit,0.0
spirited,0.0
spirits,0.0
spite,0.0
splash,4.0
splashed,0.0
splashes,0.0
splendid,3.0
splendor,0.0
split,0.0
spoil,0.0
spoiled,0.0
spoils,-1.0
spoilt,0.0
sponge,1.0
sporting,-1.0
sports,-1.0
spot,3.0
spotlight,1.0
spots,0.0
sprawling,0.0
spray,2.0
sprays,0.0
spread,0.0
spreads,1.0
sprightly,4.0
spring,3.0
springs,-1.0
sprinkle,-2.0
sprinkled,0.0
sprinkling,1.0
spritz,-2.0
spritzy,3.0
spry,1.0
spun,-1.0
spunk,0.0
spunky,0.0
spätburgunder,0.0
spätlese,5.0
square,0.0
squarely,0.0
squash,0.0
squeaky,0.0
squeeze,0.0
squeezed,0.0
squirt,0.0
sta,1.0
stable,-4.0
staccato,0.0
stacked,7.0
stage,0.0
stagecoach,0.0
stages,0.0
stags,0.0
stainless,0.0
stale,0.0
stalk,0.0
stalkiness,0.0
stalks,-1.0
stalky,-10.0
stamp,0.0
stand,5.0
standard,0.0
standards,-1.0
standing,-1.0
standish,0.0
standout,2.0
stands,5.0
star,6.0
starbucks,-1.0
starched,0.0
starching,1.0
starchy,0.0
stargazer,-3.0
stark,0.0
starring,0.0
stars,1.0
start,-4.0
started,0.0
starters,0.0
starting,1.0
startling,-1.0
starts,-5.0
stash,3.0
state,-1.0
stately,0.0
statement,0.0
states,0.0
static,0.0
stature,1.0
status,1.0
staunch,-2.0
stay,-1.0
staying,-1.0
stays,4.0
stead,1.0
steadily,0.0
steady,3.0
steak,1.0
steaks,0.0
steal,2.0
stealing,0.0
steals,0.0
steam,-1.0
steamed,0.0
steel,4.0
steeliness,1.0
steely,10.0
steep,0.0
steeped,0.0
steepest,0.0
steer,0.0
stefano,0.0
stellar,5.0
stem,3.0
stemminess,0.0
stemmy,-2.0
stems,-2.0
step,3.0
stephen,0.0
steps,0.0
stern,0.0
steroids,0.0
steve,2.0
steven,0.0
stew,1.0
stewed,-1.0
stews,-1.0
stewy,-2.0
stick,5.0
stickiness,0.0
sticking,0.0
sticks,1.0
sticky,-5.0
stiff,2.0
still,3.0
stillwater,1.0
stimulating,-1.0
sting,2.0
stings,0.0
stinky,0.0
stir,0.0
stirred,0.0
stirring,-2.0
stock,0.0
stocks,0.0
