term_str,bing_positive,bing_negative,bing_sentiment
repulsing,0,1,-1
repulsive,0,1,-1
repulsively,0,1,-1
repulsiveness,0,1,-1
reputable,1,0,1
reputation,1,0,1
resent,0,1,-1
resentful,0,1,-1
resentment,0,1,-1
resignation,0,1,-1
resigned,0,1,-1
resilient,1,0,1
resistance,0,1,-1
resolute,1,0,1
resound,1,0,1
resounding,1,0,1
resourceful,1,0,1
resourcefulness,1,0,1
respect,1,0,1
respectable,1,0,1
respectful,1,0,1
respectfully,1,0,1
respite,1,0,1
resplendent,1,0,1
responsibly,1,0,1
responsive,1,0,1
restful,1,0,1
restless,0,1,-1
restlessness,0,1,-1
restored,1,0,1
restrict,0,1,-1
restricted,0,1,-1
restriction,0,1,-1
restrictive,0,1,-1
restructure,1,0,1
restructured,1,0,1
restructuring,1,0,1
resurgent,0,1,-1
retaliate,0,1,-1
retaliatory,0,1,-1
retard,0,1,-1
retarded,0,1,-1
retardedness,0,1,-1
retards,0,1,-1
reticent,0,1,-1
retract,0,1,-1
retractable,1,0,1
retreat,0,1,-1
retreated,0,1,-1
revel,1,0,1
revelation,1,0,1
revenge,0,1,-1
revengeful,0,1,-1
revengefully,0,1,-1
revere,1,0,1
reverence,1,0,1
reverent,1,0,1
reverently,1,0,1
revert,0,1,-1
revile,0,1,-1
reviled,0,1,-1
revitalize,1,0,1
revival,1,0,1
revive,1,0,1
revives,1,0,1
revoke,0,1,-1
revolt,0,1,-1
revolting,0,1,-1
revoltingly,0,1,-1
revolutionary,1,0,1
revolutionize,1,0,1
revolutionized,1,0,1
revolutionizes,1,0,1
revulsion,0,1,-1
revulsive,0,1,-1
reward,1,0,1
rewarding,1,0,1
rewardingly,1,0,1
rhapsodize,0,1,-1
rhetoric,0,1,-1
rhetorical,0,1,-1
ricer,0,1,-1
rich,1,0,1
richer,1,0,1
richly,1,0,1
richness,1,0,1
ridicule,0,1,-1
ridicules,0,1,-1
ridiculous,0,1,-1
ridiculously,0,1,-1
rife,0,1,-1
rift,0,1,-1
rifts,0,1,-1
right,1,0,1
righten,1,0,1
righteous,1,0,1
righteously,1,0,1
righteousness,1,0,1
rightful,1,0,1
rightfully,1,0,1
rightly,1,0,1
rightness,1,0,1
rigid,0,1,-1
rigidity,0,1,-1
rigidness,0,1,-1
rile,0,1,-1
riled,0,1,-1
rip,0,1,-1
rip-off,0,1,-1
ripoff,0,1,-1
ripped,0,1,-1
risk,0,1,-1
risk-free,1,0,1
risks,0,1,-1
risky,0,1,-1
rival,0,1,-1
rivalry,0,1,-1
roadblocks,0,1,-1
robust,1,0,1
rock-star,1,0,1
rock-stars,1,0,1
rockstar,1,0,1
rockstars,1,0,1
rocky,0,1,-1
rogue,0,1,-1
rollercoaster,0,1,-1
romantic,1,0,1
romantically,1,0,1
romanticize,1,0,1
roomier,1,0,1
roomy,1,0,1
rosy,1,0,1
rot,0,1,-1
rotten,0,1,-1
rough,0,1,-1
rremediable,0,1,-1
rubbish,0,1,-1
rude,0,1,-1
rue,0,1,-1
ruffian,0,1,-1
ruffle,0,1,-1
ruin,0,1,-1
ruined,0,1,-1
ruining,0,1,-1
ruinous,0,1,-1
ruins,0,1,-1
rumbling,0,1,-1
rumor,0,1,-1
rumors,0,1,-1
rumours,0,1,-1
rumple,0,1,-1
run-down,0,1,-1
runaway,0,1,-1
rupture,0,1,-1
rust,0,1,-1
rusts,0,1,-1
rusty,0,1,-1
rut,0,1,-1
ruthless,0,1,-1
ruthlessly,0,1,-1
ruthlessness,0,1,-1
ruts,0,1,-1
sabotage,0,1,-1
sack,0,1,-1
sacrificed,0,1,-1
sad,0,1,-1
sadden,0,1,-1
sadly,0,1,-1
sadness,0,1,-1
safe,1,0,1
safely,1,0,1
sag,0,1,-1
sagacity,1,0,1
sagely,1,0,1
sagged,0,1,-1
sagging,0,1,-1
saggy,0,1,-1
sags,0,1,-1
saint,1,0,1
saintliness,1,0,1
saintly,1,0,1
salacious,0,1,-1
salutary,1,0,1
salute,1,0,1
sanctimonious,0,1,-1
sane,1,0,1
sap,0,1,-1
sarcasm,0,1,-1
sarcastic,0,1,-1
sarcastically,0,1,-1
sardonic,0,1,-1
sardonically,0,1,-1
sass,0,1,-1
satirical,0,1,-1
satirize,0,1,-1
satisfactorily,1,0,1
satisfactory,1,0,1
satisfied,1,0,1
satisfies,1,0,1
satisfy,1,0,1
satisfying,1,0,1
satisified,1,0,1
savage,0,1,-1
savaged,0,1,-1
savagery,0,1,-1
savages,0,1,-1
saver,1,0,1
savings,1,0,1
savior,1,0,1
savvy,1,0,1
scaly,0,1,-1
scam,0,1,-1
scams,0,1,-1
scandal,0,1,-1
scandalize,0,1,-1
scandalized,0,1,-1
scandalous,0,1,-1
scandalously,0,1,-1
scandals,0,1,-1
scandel,0,1,-1
scandels,0,1,-1
scant,0,1,-1
scapegoat,0,1,-1
scar,0,1,-1
scarce,0,1,-1
scarcely,0,1,-1
scarcity,0,1,-1
scare,0,1,-1
scared,0,1,-1
scarier,0,1,-1
scariest,0,1,-1
scarily,0,1,-1
scarred,0,1,-1
scars,0,1,-1
scary,0,1,-1
scathing,0,1,-1
scathingly,0,1,-1
scenic,1,0,1
sceptical,0,1,-1
scoff,0,1,-1
scoffingly,0,1,-1
scold,0,1,-1
scolded,0,1,-1
scolding,0,1,-1
scoldingly,0,1,-1
scorching,0,1,-1
scorchingly,0,1,-1
scorn,0,1,-1
scornful,0,1,-1
scornfully,0,1,-1
scoundrel,0,1,-1
scourge,0,1,-1
scowl,0,1,-1
scramble,0,1,-1
scrambled,0,1,-1
scrambles,0,1,-1
scrambling,0,1,-1
scrap,0,1,-1
scratch,0,1,-1
scratched,0,1,-1
scratches,0,1,-1
scratchy,0,1,-1
scream,0,1,-1
screech,0,1,-1
screw-up,0,1,-1
screwed,0,1,-1
screwed-up,0,1,-1
screwy,0,1,-1
scuff,0,1,-1
scuffs,0,1,-1
scum,0,1,-1
scummy,0,1,-1
seamless,1,0,1
seasoned,1,0,1
second-class,0,1,-1
second-tier,0,1,-1
secretive,0,1,-1
secure,1,0,1
securely,1,0,1
sedentary,0,1,-1
seedy,0,1,-1
seethe,0,1,-1
seething,0,1,-1
selective,1,0,1
self-coup,0,1,-1
self-criticism,0,1,-1
self-defeating,0,1,-1
self-destructive,0,1,-1
self-determination,1,0,1
self-humiliation,0,1,-1
self-interest,0,1,-1
self-interested,0,1,-1
self-respect,1,0,1
self-satisfaction,1,0,1
self-serving,0,1,-1
self-sufficiency,1,0,1
self-sufficient,1,0,1
selfinterested,0,1,-1
selfish,0,1,-1
selfishly,0,1,-1
selfishness,0,1,-1
semi-retarded,0,1,-1
senile,0,1,-1
sensation,1,0,1
sensational,1,0,1
sensationalize,0,1,-1
sensationally,1,0,1
sensations,1,0,1
senseless,0,1,-1
senselessly,0,1,-1
sensible,1,0,1
sensibly,1,0,1
sensitive,1,0,1
serene,1,0,1
serenity,1,0,1
seriousness,0,1,-1
sermonize,0,1,-1
servitude,0,1,-1
set-up,0,1,-1
setback,0,1,-1
setbacks,0,1,-1
sever,0,1,-1
severe,0,1,-1
severity,0,1,-1
sexy,1,0,1
sh*t,0,1,-1
shabby,0,1,-1
shadowy,0,1,-1
shady,0,1,-1
shake,0,1,-1
shaky,0,1,-1
shallow,0,1,-1
sham,0,1,-1
shambles,0,1,-1
shame,0,1,-1
shameful,0,1,-1
shamefully,0,1,-1
shamefulness,0,1,-1
shameless,0,1,-1
shamelessly,0,1,-1
shamelessness,0,1,-1
shark,0,1,-1
sharp,1,0,1
sharper,1,0,1
sharpest,1,0,1
sharply,0,1,-1
shatter,0,1,-1
shemale,0,1,-1
shimmer,0,1,-1
shimmering,1,0,1
shimmeringly,1,0,1
shimmy,0,1,-1
shine,1,0,1
shiny,1,0,1
shipwreck,0,1,-1
shirk,0,1,-1
shirker,0,1,-1
shit,0,1,-1
shiver,0,1,-1
shock,0,1,-1
shocked,0,1,-1
shocking,0,1,-1
shockingly,0,1,-1
shoddy,0,1,-1
short-lived,0,1,-1
shortage,0,1,-1
shortchange,0,1,-1
shortcoming,0,1,-1
shortcomings,0,1,-1
shortness,0,1,-1
shortsighted,0,1,-1
shortsightedness,0,1,-1
showdown,0,1,-1
shrew,0,1,-1
shriek,0,1,-1
shrill,0,1,-1
shrilly,0,1,-1
shrivel,0,1,-1
shroud,0,1,-1
shrouded,0,1,-1
shrug,0,1,-1
shun,0,1,-1
shunned,0,1,-1
sick,0,1,-1
sicken,0,1,-1
sickening,0,1,-1
sickeningly,0,1,-1
sickly,0,1,-1
sickness,0,1,-1
sidetrack,0,1,-1
sidetracked,0,1,-1
siege,0,1,-1
significant,1,0,1
silent,1,0,1
sillily,0,1,-1
silly,0,1,-1
simpler,1,0,1
simplest,1,0,1
simplified,1,0,1
simplifies,1,0,1
simplify,1,0,1
simplifying,1,0,1
simplistic,0,1,-1
simplistically,0,1,-1
sin,0,1,-1
sincere,1,0,1
sincerely,1,0,1
sincerity,1,0,1
sinful,0,1,-1
sinfully,0,1,-1
sinister,0,1,-1
sinisterly,0,1,-1
sink,0,1,-1
sinking,0,1,-1
skeletons,0,1,-1
skeptic,0,1,-1
skeptical,0,1,-1
skeptically,0,1,-1
skepticism,0,1,-1
sketchy,0,1,-1
skill,1,0,1
skilled,1,0,1
skillful,1,0,1
skillfully,1,0,1
skimpy,0,1,-1
skinny,0,1,-1
skittish,0,1,-1
skittishly,0,1,-1
skulk,0,1,-1
slack,0,1,-1
slammin,1,0,1
slander,0,1,-1
slanderer,0,1,-1
slanderous,0,1,-1
slanderously,0,1,-1
slanders,0,1,-1
slap,0,1,-1
slashing,0,1,-1
slaughter,0,1,-1
slaughtered,0,1,-1
slave,0,1,-1
slaves,0,1,-1
sleazy,0,1,-1
sleek,1,0,1
slick,1,0,1
slime,0,1,-1
slog,0,1,-1
slogged,0,1,-1
slogging,0,1,-1
slogs,0,1,-1
sloooooooooooooow,0,1,-1
sloooow,0,1,-1
slooow,0,1,-1
sloow,0,1,-1
sloppily,0,1,-1
sloppy,0,1,-1
sloth,0,1,-1
slothful,0,1,-1
slow,0,1,-1
slow-moving,0,1,-1
slowed,0,1,-1
slower,0,1,-1
slowest,0,1,-1
slowly,0,1,-1
sloww,0,1,-1
slowww,0,1,-1
slowwww,0,1,-1
slug,0,1,-1
sluggish,0,1,-1
slump,0,1,-1
slumping,0,1,-1
slumpping,0,1,-1
slur,0,1,-1
slut,0,1,-1
sluts,0,1,-1
sly,0,1,-1
smack,0,1,-1
smallish,0,1,-1
smart,1,0,1
smarter,1,0,1
smartest,1,0,1
smartly,1,0,1
smash,0,1,-1
smear,0,1,-1
smell,0,1,-1
smelled,0,1,-1
smelling,0,1,-1
smells,0,1,-1
smelly,0,1,-1
smelt,0,1,-1
smile,1,0,1
smiles,1,0,1
smiling,1,0,1
smilingly,1,0,1
smitten,1,0,1
smoke,0,1,-1
smokescreen,0,1,-1
smolder,0,1,-1
smoldering,0,1,-1
smooth,1,0,1
smoother,1,0,1
smoothes,1,0,1
smoothest,1,0,1
smoothly,1,0,1
smother,0,1,-1
smoulder,0,1,-1
smouldering,0,1,-1
smudge,0,1,-1
smudged,0,1,-1
smudges,0,1,-1
smudging,0,1,-1
smug,0,1,-1
smugly,0,1,-1
smut,0,1,-1
smuttier,0,1,-1
smuttiest,0,1,-1
smutty,0,1,-1
snag,0,1,-1
snagged,0,1,-1
snagging,0,1,-1
snags,0,1,-1
snappish,0,1,-1
snappishly,0,1,-1
snappy,1,0,1
snare,0,1,-1
snarky,0,1,-1
snarl,0,1,-1
snazzy,1,0,1
sneak,0,1,-1
sneakily,0,1,-1
sneaky,0,1,-1
sneer,0,1,-1
sneering,0,1,-1
sneeringly,0,1,-1
snob,0,1,-1
snobbish,0,1,-1
snobby,0,1,-1
snobish,0,1,-1
snobs,0,1,-1
snub,0,1,-1
so-cal,0,1,-1
soapy,0,1,-1
sob,0,1,-1
sober,0,1,-1
sobering,0,1,-1
sociable,1,0,1
soft,1,0,1
softer,1,0,1
solace,1,0,1
solemn,0,1,-1
solicitous,1,0,1
solicitously,1,0,1
solicitude,0,1,-1
solid,1,0,1
solidarity,1,0,1
somber,0,1,-1
soothe,1,0,1
soothingly,1,0,1
sophisticated,1,0,1
sore,0,1,-1
sorely,0,1,-1
soreness,0,1,-1
sorrow,0,1,-1
sorrowful,0,1,-1
sorrowfully,0,1,-1
sorry,0,1,-1
soulful,1,0,1
soundly,1,0,1
soundness,1,0,1
sour,0,1,-1
sourly,0,1,-1
spacious,1,0,1
spade,0,1,-1
spank,0,1,-1
sparkle,1,0,1
sparkling,1,0,1
spectacular,1,0,1
spectacularly,1,0,1
speedily,1,0,1
speedy,1,0,1
spellbind,1,0,1
spellbinding,1,0,1
spellbindingly,1,0,1
spellbound,1,0,1
spendy,0,1,-1
spew,0,1,-1
spewed,0,1,-1
spewing,0,1,-1
spews,0,1,-1
spilling,0,1,-1
spinster,0,1,-1
spirited,1,0,1
spiritless,0,1,-1
spiritual,1,0,1
spite,0,1,-1
spiteful,0,1,-1
spitefully,0,1,-1
spitefulness,0,1,-1
splatter,0,1,-1
splendid,1,0,1
splendidly,1,0,1
splendor,1,0,1
split,0,1,-1
splitting,0,1,-1
spoil,0,1,-1
spoilage,0,1,-1
spoilages,0,1,-1
spoiled,0,1,-1
spoilled,0,1,-1
spoils,0,1,-1
spontaneous,1,0,1
spook,0,1,-1
spookier,0,1,-1
spookiest,0,1,-1
spookily,0,1,-1
spooky,0,1,-1
spoon-fed,0,1,-1
spoon-feed,0,1,-1
spoonfed,0,1,-1
sporadic,0,1,-1
sporty,1,0,1
spotless,1,0,1
spotty,0,1,-1
sprightly,1,0,1
spurious,0,1,-1
spurn,0,1,-1
sputter,0,1,-1
squabble,0,1,-1
squabbling,0,1,-1
squander,0,1,-1
squash,0,1,-1
squeak,0,1,-1
squeaks,0,1,-1
squeaky,0,1,-1
squeal,0,1,-1
squealing,0,1,-1
squeals,0,1,-1
squirm,0,1,-1
stab,0,1,-1
stability,1,0,1
stabilize,1,0,1
stable,1,0,1
stagnant,0,1,-1
stagnate,0,1,-1
stagnation,0,1,-1
staid,0,1,-1
stain,0,1,-1
stainless,1,0,1
stains,0,1,-1
stale,0,1,-1
stalemate,0,1,-1
stall,0,1,-1
stalls,0,1,-1
stammer,0,1,-1
stampede,0,1,-1
standout,1,0,1
standstill,0,1,-1
stark,0,1,-1
starkly,0,1,-1
startle,0,1,-1
startling,0,1,-1
startlingly,0,1,-1
starvation,0,1,-1
starve,0,1,-1
state-of-the-art,1,0,1
stately,1,0,1
static,0,1,-1
statuesque,1,0,1
staunch,1,0,1
staunchly,1,0,1
staunchness,1,0,1
steadfast,1,0,1
steadfastly,1,0,1
steadfastness,1,0,1
steadiest,1,0,1
steadiness,1,0,1
steady,1,0,1
steal,0,1,-1
stealing,0,1,-1
steals,0,1,-1
steep,0,1,-1
steeply,0,1,-1
stellar,1,0,1
stellarly,1,0,1
stench,0,1,-1
stereotype,0,1,-1
stereotypical,0,1,-1
stereotypically,0,1,-1
stern,0,1,-1
stew,0,1,-1
sticky,0,1,-1
stiff,0,1,-1
stiffness,0,1,-1
stifle,0,1,-1
stifling,0,1,-1
stiflingly,0,1,-1
stigma,0,1,-1
stigmatize,0,1,-1
stimulate,1,0,1
stimulates,1,0,1
stimulating,1,0,1
stimulative,1,0,1
sting,0,1,-1
stinging,0,1,-1
stingingly,0,1,-1
stingy,0,1,-1
stink,0,1,-1
stinks,0,1,-1
stirringly,1,0,1
stodgy,0,1,-1
stole,0,1,-1
stolen,0,1,-1
stooge,0,1,-1
stooges,0,1,-1
stormy,0,1,-1
straggle,0,1,-1
straggler,0,1,-1
straighten,1,0,1
straightforward,1,0,1
strain,0,1,-1
strained,0,1,-1
straining,0,1,-1
strange,0,1,-1
strangely,0,1,-1
stranger,0,1,-1
strangest,0,1,-1
strangle,0,1,-1
streaky,0,1,-1
streamlined,1,0,1
strenuous,0,1,-1
stress,0,1,-1
stresses,0,1,-1
stressful,0,1,-1
stressfully,0,1,-1
stricken,0,1,-1
strict,0,1,-1
strictly,0,1,-1
strident,0,1,-1
stridently,0,1,-1
strife,0,1,-1
strike,0,1,-1
striking,1,0,1
strikingly,1,0,1
stringent,0,1,-1
stringently,0,1,-1
striving,1,0,1
strong,1,0,1
stronger,1,0,1
strongest,1,0,1
struck,0,1,-1
struggle,0,1,-1
struggled,0,1,-1
struggles,0,1,-1
struggling,0,1,-1
strut,0,1,-1
stubborn,0,1,-1
stubbornly,0,1,-1
stubbornness,0,1,-1
stuck,0,1,-1
stuffy,0,1,-1
stumble,0,1,-1
stumbled,0,1,-1
stumbles,0,1,-1
stump,0,1,-1
stumped,0,1,-1
stumps,0,1,-1
stun,0,1,-1
stunned,1,0,1
stunning,1,0,1
stunningly,1,0,1
stunt,0,1,-1
stunted,0,1,-1
stupendous,1,0,1
stupendously,1,0,1
stupid,0,1,-1
stupidest,0,1,-1
stupidity,0,1,-1
stupidly,0,1,-1
stupified,0,1,-1
stupify,0,1,-1
stupor,0,1,-1
sturdier,1,0,1
sturdy,1,0,1
stutter,0,1,-1
stuttered,0,1,-1
stuttering,0,1,-1
stutters,0,1,-1
sty,0,1,-1
stylish,1,0,1
stylishly,1,0,1
stylized,1,0,1
stymied,0,1,-1
suave,1,0,1
suavely,1,0,1
sub-par,0,1,-1
subdued,0,1,-1
subjected,0,1,-1
subjection,0,1,-1
subjugate,0,1,-1
subjugation,0,1,-1
sublime,1,0,1
submissive,0,1,-1
subordinate,0,1,-1
subpoena,0,1,-1
subpoenas,0,1,-1
subservience,0,1,-1
subservient,0,1,-1
subsidize,1,0,1
subsidized,1,0,1
subsidizes,1,0,1
subsidizing,1,0,1
substandard,0,1,-1
substantive,1,0,1
subtract,0,1,-1
subversion,0,1,-1
subversive,0,1,-1
subversively,0,1,-1
subvert,0,1,-1
succeed,1,0,1
succeeded,1,0,1
succeeding,1,0,1
succeeds,1,0,1
succes,1,0,1
success,1,0,1
successes,1,0,1
successful,1,0,1
successfully,1,0,1
succumb,0,1,-1
suck,0,1,-1
sucked,0,1,-1
sucker,0,1,-1
sucks,0,1,-1
sucky,0,1,-1
sue,0,1,-1
sued,0,1,-1
sueing,0,1,-1
sues,0,1,-1
suffer,0,1,-1
suffered,0,1,-1
sufferer,0,1,-1
sufferers,0,1,-1
suffering,0,1,-1
suffers,0,1,-1
suffice,1,0,1
sufficed,1,0,1
suffices,1,0,1
sufficient,1,0,1
sufficiently,1,0,1
suffocate,0,1,-1
sugar-coat,0,1,-1
sugar-coated,0,1,-1
sugarcoated,0,1,-1
suicidal,0,1,-1
suicide,0,1,-1
suitable,1,0,1
sulk,0,1,-1
sullen,0,1,-1
sully,0,1,-1
sumptuous,1,0,1
sumptuously,1,0,1
sumptuousness,1,0,1
sunder,0,1,-1
sunk,0,1,-1
sunken,0,1,-1
super,1,0,1
superb,1,0,1
superbly,1,0,1
superficial,0,1,-1
superficiality,0,1,-1
superficially,0,1,-1
superfluous,0,1,-1
superior,1,0,1
superiority,1,0,1
superstition,0,1,-1
superstitious,0,1,-1
supple,1,0,1
support,1,0,1
supported,1,0,1
supporter,1,0,1
supporting,1,0,1
supportive,1,0,1
supports,1,0,1
suppress,0,1,-1
suppression,0,1,-1
supremacy,1,0,1
supreme,1,0,1
supremely,1,0,1
supurb,1,0,1
supurbly,1,0,1
surmount,1,0,1
surpass,1,0,1
surreal,1,0,1
surrender,0,1,-1
survival,1,0,1
survivor,1,0,1
susceptible,0,1,-1
suspect,0,1,-1
suspicion,0,1,-1
suspicions,0,1,-1
suspicious,0,1,-1
suspiciously,0,1,-1
sustainability,1,0,1
sustainable,1,0,1
swagger,0,1,-1
swamped,0,1,-1
swank,1,0,1
swankier,1,0,1
swankiest,1,0,1
swanky,1,0,1
sweaty,0,1,-1
sweeping,1,0,1
sweet,1,0,1
sweeten,1,0,1
sweetheart,1,0,1
sweetly,1,0,1
sweetness,1,0,1
swelled,0,1,-1
swelling,0,1,-1
swift,1,0,1
swiftness,1,0,1
swindle,0,1,-1
swipe,0,1,-1
swollen,0,1,-1
symptom,0,1,-1
symptoms,0,1,-1
syndrome,0,1,-1
taboo,0,1,-1
tacky,0,1,-1
taint,0,1,-1
tainted,0,1,-1
talent,1,0,1
talented,1,0,1
talents,1,0,1
tamper,0,1,-1
tangle,0,1,-1
tangled,0,1,-1
tangles,0,1,-1
tank,0,1,-1
tanked,0,1,-1
tanks,0,1,-1
tantalize,1,0,1
tantalizing,1,0,1
tantalizingly,1,0,1
tantrum,0,1,-1
tardy,0,1,-1
tarnish,0,1,-1
tarnished,0,1,-1
tarnishes,0,1,-1
tarnishing,0,1,-1
tattered,0,1,-1
taunt,0,1,-1
taunting,0,1,-1
tauntingly,0,1,-1
taunts,0,1,-1
taut,0,1,-1
tawdry,0,1,-1
taxing,0,1,-1
tease,0,1,-1
teasingly,0,1,-1
tedious,0,1,-1
tediously,0,1,-1
temerity,0,1,-1
temper,0,1,-1
tempest,0,1,-1
tempt,1,0,1
temptation,0,1,-1
tempting,1,0,1
temptingly,1,0,1
tenacious,1,0,1
tenaciously,1,0,1
tenacity,1,0,1
tender,1,0,1
tenderly,1,0,1
tenderness,0,1,-1
tense,0,1,-1
tension,0,1,-1
tentative,0,1,-1
tentatively,0,1,-1
tenuous,0,1,-1
tenuously,0,1,-1
tepid,0,1,-1
terrible,0,1,-1
terribleness,0,1,-1
terribly,0,1,-1
terrific,1,0,1
terrifically,1,0,1
terror,0,1,-1
terror-genic,0,1,-1
terrorism,0,1,-1
terrorize,0,1,-1
testily,0,1,-1
testy,0,1,-1
tetchily,0,1,-1
tetchy,0,1,-1
thank,1,0,1
thankful,1,0,1
thankless,0,1,-1
thicker,0,1,-1
thinner,1,0,1
thirst,0,1,-1
thorny,0,1,-1
thoughtful,1,0,1
thoughtfully,1,0,1
thoughtfulness,1,0,1
thoughtless,0,1,-1
thoughtlessly,0,1,-1
thoughtlessness,0,1,-1
thrash,0,1,-1
threat,0,1,-1
threaten,0,1,-1
threatening,0,1,-1
threats,0,1,-1
threesome,0,1,-1
thrift,1,0,1
thrifty,1,0,1
thrill,1,0,1
thrilled,1,0,1
thrilling,1,0,1
thrillingly,1,0,1
thrills,1,0,1
thrive,1,0,1
thriving,1,0,1
throb,0,1,-1
throbbed,0,1,-1
throbbing,0,1,-1
throbs,0,1,-1
throttle,0,1,-1
thug,0,1,-1
thumb-down,0,1,-1
thumb-up,1,0,1
thumbs-down,0,1,-1
thumbs-up,1,0,1
thwart,0,1,-1
tickle,1,0,1
tidy,1,0,1
time-consuming,0,1,-1
time-honored,1,0,1
timely,1,0,1
timid,0,1,-1
timidity,0,1,-1
timidly,0,1,-1
timidness,0,1,-1
tin-y,0,1,-1
tingle,1,0,1
tingled,0,1,-1
tingling,0,1,-1
tired,0,1,-1
tiresome,0,1,-1
tiring,0,1,-1
tiringly,0,1,-1
titillate,1,0,1
titillating,1,0,1
titillatingly,1,0,1
togetherness,1,0,1
toil,0,1,-1
tolerable,1,0,1
toll,0,1,-1
toll-free,1,0,1
top,1,0,1
top-heavy,0,1,-1
top-notch,1,0,1
top-quality,1,0,1
topnotch,1,0,1
topple,0,1,-1
tops,1,0,1
torment,0,1,-1
tormented,0,1,-1
torrent,0,1,-1
tortuous,0,1,-1
torture,0,1,-1
tortured,0,1,-1
tortures,0,1,-1
torturing,0,1,-1
torturous,0,1,-1
torturously,0,1,-1
totalitarian,0,1,-1
touchy,0,1,-1
tough,1,0,1
tougher,1,0,1
toughest,1,0,1
toughness,0,1,-1
tout,0,1,-1
touted,0,1,-1
touts,0,1,-1
toxic,0,1,-1
traction,1,0,1
traduce,0,1,-1
tragedy,0,1,-1
tragic,0,1,-1
tragically,0,1,-1
traitor,0,1,-1
traitorous,0,1,-1
traitorously,0,1,-1
tramp,0,1,-1
trample,0,1,-1
tranquil,1,0,1
tranquility,1,0,1
transgress,0,1,-1
transgression,0,1,-1
transparent,1,0,1
trap,0,1,-1
traped,0,1,-1
trapped,0,1,-1
trash,0,1,-1
trashed,0,1,-1
trashy,0,1,-1
trauma,0,1,-1
traumatic,0,1,-1
traumatically,0,1,-1
traumatize,0,1,-1
traumatized,0,1,-1
travesties,0,1,-1
travesty,0,1,-1
treacherous,0,1,-1
treacherously,0,1,-1
treachery,0,1,-1
treason,0,1,-1
treasonous,0,1,-1
treasure,1,0,1
tremendously,1,0,1
trendy,1,0,1
trick,0,1,-1
tricked,0,1,-1
trickery,0,1,-1
tricky,0,1,-1
triumph,1,0,1
triumphal,1,0,1
triumphant,1,0,1
triumphantly,1,0,1
trivial,0,1,-1
trivialize,0,1,-1
trivially,1,0,1
trophy,1,0,1
trouble,0,1,-1
trouble-free,1,0,1
troubled,0,1,-1
troublemaker,0,1,-1
troubles,0,1,-1
troublesome,0,1,-1
troublesomely,0,1,-1
troubling,0,1,-1
troublingly,0,1,-1
truant,0,1,-1
trump,1,0,1
trumpet,1,0,1
trust,1,0,1
trusted,1,0,1
trusting,1,0,1
trustingly,1,0,1
trustworthiness,1,0,1
trustworthy,1,0,1
trusty,1,0,1
truthful,1,0,1
truthfully,1,0,1
truthfulness,1,0,1
tumble,0,1,-1
tumbled,0,1,-1
tumbles,0,1,-1
tumultuous,0,1,-1
turbulent,0,1,-1
turmoil,0,1,-1
twinkly,1,0,1
twist,0,1,-1
twisted,0,1,-1
twists,0,1,-1
two-faced,0,1,-1
two-faces,0,1,-1
tyrannical,0,1,-1
tyrannically,0,1,-1
tyranny,0,1,-1
tyrant,0,1,-1
ugh,0,1,-1
uglier,0,1,-1
ugliest,0,1,-1
ugliness,0,1,-1
ugly,0,1,-1
ulterior,0,1,-1
ultimatum,0,1,-1
ultimatums,0,1,-1
ultra-crisp,1,0,1
ultra-hardline,0,1,-1
un-viewable,0,1,-1
unabashed,1,0,1
unabashedly,1,0,1
unable,0,1,-1
unacceptable,0,1,-1
unacceptablely,0,1,-1
unacceptably,0,1,-1
unaccessible,0,1,-1
unaccustomed,0,1,-1
unachievable,0,1,-1
unaffected,1,0,1
unaffordable,0,1,-1
unappealing,0,1,-1
unassailable,1,0,1
unattractive,0,1,-1
unauthentic,0,1,-1
unavailable,0,1,-1
unavoidably,0,1,-1
unbearable,0,1,-1
unbearablely,0,1,-1
unbeatable,1,0,1
unbelievable,0,1,-1
unbelievably,0,1,-1
unbiased,1,0,1
unbound,1,0,1
uncaring,0,1,-1
uncertain,0,1,-1
uncivil,0,1,-1
uncivilized,0,1,-1
unclean,0,1,-1
unclear,0,1,-1
uncollectible,0,1,-1
uncomfortable,0,1,-1
uncomfortably,0,1,-1
uncomfy,0,1,-1
uncompetitive,0,1,-1
uncomplicated,1,0,1
uncompromising,0,1,-1
uncompromisingly,0,1,-1
unconditional,1,0,1
unconfirmed,0,1,-1
unconstitutional,0,1,-1
uncontrolled,0,1,-1
unconvincing,0,1,-1
unconvincingly,0,1,-1
uncooperative,0,1,-1
uncouth,0,1,-1
uncreative,0,1,-1
undamaged,1,0,1
undaunted,1,0,1
undecided,0,1,-1
undefined,0,1,-1
undependability,0,1,-1
undependable,0,1,-1
undercut,0,1,-1
undercuts,0,1,-1
undercutting,0,1,-1
underdog,0,1,-1
underestimate,0,1,-1
underlings,0,1,-1
undermine,0,1,-1
undermined,0,1,-1
undermines,0,1,-1
undermining,0,1,-1
underpaid,0,1,-1
underpowered,0,1,-1
undersized,0,1,-1
understandable,1,0,1
undesirable,0,1,-1
undetermined,0,1,-1
undid,0,1,-1
undignified,0,1,-1
undisputable,1,0,1
undisputably,1,0,1
undisputed,1,0,1
undissolved,0,1,-1
undocumented,0,1,-1
undone,0,1,-1
undue,0,1,-1
unease,0,1,-1
uneasily,0,1,-1
uneasiness,0,1,-1
